icd_code,icd_version,long_title
30263R0,10,"Transfusion of Autologous Platelets into Central Artery, Percutaneous Approach"
30263R1,10,"Transfusion of Nonautologous Platelets into Central Artery, Percutaneous Approach"
30263S0,10,"Transfusion of Autologous Globulin into Central Artery, Percutaneous Approach"
30263S1,10,"Transfusion of Nonautologous Globulin into Central Artery, Percutaneous Approach"
30263T0,10,"Transfusion of Autologous Fibrinogen into Central Artery, Percutaneous Approach"
30263T1,10,"Transfusion of Nonautologous Fibrinogen into Central Artery, Percutaneous Approach"
30263V0,10,"Transfusion of Autologous Antihemophilic Factors into Central Artery, Percutaneous Approach"
30263V1,10,"Transfusion of Nonautologous Antihemophilic Factors into Central Artery, Percutaneous Approach"
30263W0,10,"Transfusion of Autologous Factor IX into Central Artery, Percutaneous Approach"
30263W1,10,"Transfusion of Nonautologous Factor IX into Central Artery, Percutaneous Approach"
30263X0,10,"Transfusion of Autologous Cord Blood Stem Cells into Central Artery, Percutaneous Approach"
30263X1,10,"Transfusion of Nonautologous Cord Blood Stem Cells into Central Artery, Percutaneous Approach"
30263Y0,10,"Transfusion of Autologous Hematopoietic Stem Cells into Central Artery, Percutaneous Approach"
30263Y1,10,"Transfusion of Nonautologous Hematopoietic Stem Cells into Central Artery, Percutaneous Approach"
30273H1,10,"Transfusion of Nonautologous Whole Blood into Products of Conception, Circulatory, Percutaneous Approach"
30273J1,10,"Transfusion of Nonautologous Serum Albumin into Products of Conception, Circulatory, Percutaneous Approach"
30273K1,10,"Transfusion of Nonautologous Frozen Plasma into Products of Conception, Circulatory, Percutaneous Approach"
30273L1,10,"Transfusion of Nonautologous Fresh Plasma into Products of Conception, Circulatory, Percutaneous Approach"
30273M1,10,"Transfusion of Nonautologous Plasma Cryoprecipitate into Products of Conception, Circulatory, Percutaneous Approach"
30273N1,10,"Transfusion of Nonautologous Red Blood Cells into Products of Conception, Circulatory, Percutaneous Approach"
30273P1,10,"Transfusion of Nonautologous Frozen Red Cells into Products of Conception, Circulatory, Percutaneous Approach"
30273Q1,10,"Transfusion of Nonautologous White Cells into Products of Conception, Circulatory, Percutaneous Approach"
30273R1,10,"Transfusion of Nonautologous Platelets into Products of Conception, Circulatory, Percutaneous Approach"
30273S1,10,"Transfusion of Nonautologous Globulin into Products of Conception, Circulatory, Percutaneous Approach"
30273T1,10,"Transfusion of Nonautologous Fibrinogen into Products of Conception, Circulatory, Percutaneous Approach"
30273V1,10,"Transfusion of Nonautologous Antihemophilic Factors into Products of Conception, Circulatory, Percutaneous Approach"
30273W1,10,"Transfusion of Nonautologous Factor IX into Products of Conception, Circulatory, Percutaneous Approach"
30277H1,10,"Transfusion of Nonautologous Whole Blood into Products of Conception, Circulatory, Via Natural or Artificial Opening"
30277J1,10,"Transfusion of Nonautologous Serum Albumin into Products of Conception, Circulatory, Via Natural or Artificial Opening"
30277K1,10,"Transfusion of Nonautologous Frozen Plasma into Products of Conception, Circulatory, Via Natural or Artificial Opening"
30277L1,10,"Transfusion of Nonautologous Fresh Plasma into Products of Conception, Circulatory, Via Natural or Artificial Opening"
30277M1,10,"Transfusion of Nonautologous Plasma Cryoprecipitate into Products of Conception, Circulatory, Via Natural or Artificial Opening"
30277N1,10,"Transfusion of Nonautologous Red Blood Cells into Products of Conception, Circulatory, Via Natural or Artificial Opening"
30277P1,10,"Transfusion of Nonautologous Frozen Red Cells into Products of Conception, Circulatory, Via Natural or Artificial Opening"
30277Q1,10,"Transfusion of Nonautologous White Cells into Products of Conception, Circulatory, Via Natural or Artificial Opening"
30277R1,10,"Transfusion of Nonautologous Platelets into Products of Conception, Circulatory, Via Natural or Artificial Opening"
30277S1,10,"Transfusion of Nonautologous Globulin into Products of Conception, Circulatory, Via Natural or Artificial Opening"
30277T1,10,"Transfusion of Nonautologous Fibrinogen into Products of Conception, Circulatory, Via Natural or Artificial Opening"
30277V1,10,"Transfusion of Nonautologous Antihemophilic Factors into Products of Conception, Circulatory, Via Natural or Artificial Opening"
30277W1,10,"Transfusion of Nonautologous Factor IX into Products of Conception, Circulatory, Via Natural or Artificial Opening"
30280B1,10,"Transfusion of Nonautologous 4-Factor Prothrombin Complex Concentrate into Vein, Open Approach"
30283B1,10,"Transfusion of Nonautologous 4-Factor Prothrombin Complex Concentrate into Vein, Percutaneous Approach"
302A3H0,10,"Transfusion of Autologous Whole Blood into Bone Marrow, Percutaneous Approach"
302A3H1,10,"Transfusion of Nonautologous Whole Blood into Bone Marrow, Percutaneous Approach"
302A3J0,10,"Transfusion of Autologous Serum Albumin into Bone Marrow, Percutaneous Approach"
302A3J1,10,"Transfusion of Nonautologous Serum Albumin into Bone Marrow, Percutaneous Approach"
302A3K0,10,"Transfusion of Autologous Frozen Plasma into Bone Marrow, Percutaneous Approach"
302A3K1,10,"Transfusion of Nonautologous Frozen Plasma into Bone Marrow, Percutaneous Approach"
302A3L0,10,"Transfusion of Autologous Fresh Plasma into Bone Marrow, Percutaneous Approach"
302A3L1,10,"Transfusion of Nonautologous Fresh Plasma into Bone Marrow, Percutaneous Approach"
302A3N0,10,"Transfusion of Autologous Red Blood Cells into Bone Marrow, Percutaneous Approach"
302A3N1,10,"Transfusion of Nonautologous Red Blood Cells into Bone Marrow, Percutaneous Approach"
302A3P0,10,"Transfusion of Autologous Frozen Red Cells into Bone Marrow, Percutaneous Approach"
302A3P1,10,"Transfusion of Nonautologous Frozen Red Cells into Bone Marrow, Percutaneous Approach"
302A3R0,10,"Transfusion of Autologous Platelets into Bone Marrow, Percutaneous Approach"
302A3R1,10,"Transfusion of Nonautologous Platelets into Bone Marrow, Percutaneous Approach"
XW1,10,"New Technology, Anatomical Regions, Transfusion"
XW13325,10,"Transfusion of Convalescent Plasma (Nonautologous) into Peripheral Vein, Percutaneous Approach, New Technology Group 5"
XW133B8,10,"Transfusion of Betibeglogene Autotemcel into Peripheral Vein, Percutaneous Approach, New Technology Group 8"
XW133C8,10,"Transfusion of Omidubicel into Peripheral Vein, Percutaneous Approach, New Technology Group 8"
XW133D7,10,"Transfusion of High-Dose Intravenous Immune Globulin into Peripheral Vein, Percutaneous Approach, New Technology Group 7"
XW133E7,10,"Transfusion of Hyperimmune Globulin into Peripheral Vein, Percutaneous Approach, New Technology Group 7"
XW133F8,10,"Transfusion of OTL-103 into Peripheral Vein, Percutaneous Approach, New Technology Group 8"
XW133G8,10,"Transfusion of OTL-200 into Peripheral Vein, Percutaneous Approach, New Technology Group 8"
XW133J8,10,"Transfusion of Exagamglogene Autotemcel into Peripheral Vein, Percutaneous Approach, New Technology Group 8"
XW14325,10,"Transfusion of Convalescent Plasma (Nonautologous) into Central Vein, Percutaneous Approach, New Technology Group 5"
XW143B8,10,"Transfusion of Betibeglogene Autotemcel into Central Vein, Percutaneous Approach, New Technology Group 8"
XW143C8,10,"Transfusion of Omidubicel into Central Vein, Percutaneous Approach, New Technology Group 8"
XW143D7,10,"Transfusion of High-Dose Intravenous Immune Globulin into Central Vein, Percutaneous Approach, New Technology Group 7"
XW143E7,10,"Transfusion of Hyperimmune Globulin into Central Vein, Percutaneous Approach, New Technology Group 7"
XW143F8,10,"Transfusion of OTL-103 into Central Vein, Percutaneous Approach, New Technology Group 8"
XW143G8,10,"Transfusion of OTL-200 into Central Vein, Percutaneous Approach, New Technology Group 8"
XW143J8,10,"Transfusion of Exagamglogene Autotemcel into Central Vein, Percutaneous Approach, New Technology Group 8"
XW2,10,"New Technology, Anatomical Regions, Transfusion"
XW23346,10,"Transfusion of Brexucabtagene Autoleucel Immunotherapy into Peripheral Vein, Percutaneous Approach, New Technology Group 6"
XW23376,10,"Transfusion of Lisocabtagene Maraleucel Immunotherapy into Peripheral Vein, Percutaneous Approach, New Technology Group 6"
XW24346,10,"Transfusion of Brexucabtagene Autoleucel Immunotherapy into Central Vein, Percutaneous Approach, New Technology Group 6"
XW24376,10,"Transfusion of Lisocabtagene Maraleucel Immunotherapy into Central Vein, Percutaneous Approach, New Technology Group 6"
